0	17.39	101.12	60.67
0.5	17.36	101.05	60.84
1	17.25	101.02	61.1
1.5	17.36	100.95	61.51
2	17.43	100.92	62
2.5	17.21	100.87	62.45
3	17.41	100.79	62.66
3.5	17.5	100.72	62.38
4	17.64	100.82	61.94
4.5	17.63	100.78	62.04
5	17.66	100.9	61.96
5.5	17.55	100.87	62.73
6	17.33	100.89	63.03
6.5	17.24	100.88	64.19
7	17.36	101.02	63.18
7.5	17.28	101.02	63.04
8	17.23	100.93	64.16
8.5	17.07	100.84	64.55
9	17.25	100.93	63.83
9.5	17.4	100.92	63.81
10	17.53	101	63.87
10.5	17.46	101.07	63.38
11	17.29	101.12	62.88
11.5	17.42	101.14	62.75
12	17.55	101.16	61.44
12.5	17.86	101.23	61.06
13	17.99	101.28	60.33
13.5	17.95	101.34	60.97
14	18.06	101.38	61.14
14.5	18.1	101.52	61.17
15	18.37	101.44	61.9
15.5	18.22	101.37	60.65
16	18.28	101.27	60.48
16.5	18.33	101.27	60.66
17	18.4	101.14	60.68
17.5	18.55	101.09	60.93
18	18.48	101.12	61.43
18.5	18.47	101.05	61.48
19	18.58	101.09	61.52
19.5	18.73	101.08	61.39
20	18.62	101.1	60.77
20.5	18.43	101.07	61.45
21	18.24	101.16	62.04
21.5	18.02	101.17	62.85
22	18.07	101.16	62.79
22.5	18.11	101.26	61.46
23	17.94	101.27	61.46
23.5	17.88	101.32	60.53
24	18.03	101.33	60.81
24.5	18.22	101.36	60.42
25	18.21	101.41	60.68
25.5	18.38	101.37	60.56
26	18.18	101.32	60.3
26.5	18.15	101.4	60.05
27	18.1	101.32	61.22
27.5	18.23	101.32	61.07
28	18.1	101.24	62.16
28.5	18.02	101.25	62.62
29	17.98	101.18	62.54
29.5	17.87	101.12	62.53
30	17.86	101.04	62.87
30.5	17.82	100.96	63.27
31	18.11	100.91	63.06
31.5	17.93	100.9	63.4
32	18.08	100.81	63
32.5	18.04	100.85	62.63
33	18.07	100.81	63.78
33.5	18.23	100.78	62.67
34	18.29	100.82	62.42
34.5	18.36	100.78	62.73
35	18.27	100.91	62.53
35.5	18.13	100.89	62.62
36	18.01	100.93	62.3
36.5	18.14	100.9	62.04
37	18.05	100.96	62.9
37.5	18.03	100.87	62.78
38	18.07	100.97	62.78
38.5	18.14	101.06	62.74
39	18.16	101.03	62.05
39.5	18	100.99	62.85
40	17.91	100.97	63.53
40.5	17.97	100.95	63.16
41	18.06	100.92	64.39
41.5	17.96	100.91	64.96
42	18	100.86	66.05
42.5	18.18	100.8	65.49
43	18.03	100.75	65.58
43.5	18.01	100.69	64.55
44	17.87	100.66	64.42
44.5	17.77	100.67	64.81
45	17.94	100.72	64.08
45.5	17.95	100.68	63.69
46	17.77	100.65	64.62
46.5	17.72	100.61	64.19
47	17.62	100.61	64.81
47.5	17.56	100.65	65.14
48	17.54	100.55	64.93
48.5	17.6	100.56	65.28
49	17.39	100.47	66.11
49.5	17.25	100.55	66.65
50	17.21	100.59	66.69
50.5	17.15	100.67	66.6
51	16.99	100.66	67.34
51.5	17.22	100.65	67.29
52	17.37	100.68	67.8
52.5	17.24	100.63	67.6
53	17.33	100.59	66.69
53.5	17.5	100.57	66.59
54	17.45	100.56	66.47
54.5	17.48	100.53	66.32
55	17.46	100.51	66.13
55.5	17.27	100.54	67.06
56	17.37	100.54	66.48
56.5	17.33	100.57	65.73
57	17.34	100.57	65.56
57.5	17.44	100.56	64.89
58	17.24	100.65	64.9
58.5	17.14	100.72	65.5
59	17.21	100.75	65.26
59.5	17.32	100.79	65.33
60	17.26	100.73	65.18
60.5	17.39	100.77	66.01
61	17.39	100.63	66.53
61.5	17.34	100.48	66.68
62	17.35	100.41	66.07
62.5	17.22	100.37	67.21
63	17.2	100.4	67.19
63.5	17.14	100.36	67.5
64	17.12	100.41	66.4
64.5	17.21	100.42	66.9
65	17.29	100.37	66.58
65.5	16.98	100.39	66.4
66	17	100.35	66.09
66.5	16.98	100.42	65.62
67	17.04	100.37	67.06
67.5	17.14	100.34	67.11
