0	20.29	80.23	72.89
0.5	15.56	108.47	40.42
1	18	87.78	86.82
1.5	15.9	111.73	43.74
2	18.79	115.28	90.8
2.5	16.64	91.79	78.26
3	16.13	89.77	89.97
3.5	23.77	89.35	64.49
4	17.23	115.99	61.64
4.5	15.8	94.91	53.34
5	19.74	103.74	98.1
5.5	18.42	112.83	72.43
6	15.79	89.97	63.11
6.5	19.53	97.53	96.13
7	19.39	117.14	62.53
7.5	16.65	111.49	47.87
8	19.83	100.27	46.11
8.5	20.75	87.38	86.89
9	16.91	117.04	41.08
9.5	23.92	110.78	70.66
10	22.55	108.26	54.45
10.5	23.32	99.54	40.19
11	17.55	87.38	43.57
11.5	18.94	86.27	60.53
12	23.48	118.75	43.24
12.5	20.8	119.74	41.39
13	22.28	97.94	79.41
13.5	17.74	110.81	49.97
14	23.87	85.15	78.28
14.5	18.03	86.46	90.6
15	20.43	80.17	59.72
15.5	20.59	98.47	79.01
16	23.43	91.67	74.24
16.5	16.8	113.9	57.69
17	18.09	86.7	85.61
17.5	19.04	116.42	42.58
18	22.29	105.28	50.08
18.5	16.47	100.48	80.74
19	22.26	98.87	88.1
19.5	20.39	111.7	51.7
20	20.86	83.92	64.91
20.5	17.78	98.2	51.54
21	22.55	81.61	94.24
21.5	19.19	89.1	41.25
22	20.72	90.76	45.2
22.5	21.57	119.51	47.56
23	19.67	93.5	90.73
23.5	15.35	87.99	49.15
24	18.92	103.42	85.2
24.5	19.82	105.61	74.48
