0	125.96
0.1	151.29
0.2	160.24
0.3	151.32
0.4	103.44
0.5	101.95
0.6	157.33
0.7	166.35
0.8	101.14
0.90000004	170.74
1	143.08
1.1	152.29
1.2	184.91
1.3000001	185.88
1.4	105.15
1.5	123.22
1.6	197.08
1.7	105.35
1.8000001	197.98
1.9	177.47
2	142.36
2.1000001	122.64
2.2	101.83
2.3	165.78
2.4	187.23
2.5	188.49
2.6000001	170.14
2.7	110.24
2.8	169.47
2.9	182.32
3	111.38
3.1000001	114.1
3.2	168.32
3.3	102.04
3.4	192.61
3.5	182.92
3.6000001	155.96
3.7	133.9
3.8	129.47
3.9	198.13
4	109.69
4.1	117.37
4.2000003	125.95
4.3	173.69
4.4	161.78
4.5	110.68
4.6	187.03
4.7000003	150.49
4.8	123.52
4.9	159.89
5	168.51
5.1	147.44
5.2000003	110.33
5.3	187.18
5.4	179.74
5.5	142.44
5.6	150.1
5.7000003	100.26
5.8	178.79
5.9	177.39
6	156.21
6.1	104.4
6.2000003	149.23
6.3	111.48
6.4	145.74
6.5	117.9
6.6	197.72
6.7000003	162.54
6.8	133.88
6.9	100.61
7	155.45
7.1	164.34
7.2000003	138.45
7.3	194.57
7.4	137.92
7.5	158.31
7.6	142.99
7.7000003	174.12
7.8	160.66
7.9	151.23
8	179.28
8.1	123.21
8.2	170.22
8.3	183.33
8.400001	101.75
8.5	107.8
8.6	176.51
8.7	119.98
8.8	107.38
8.900001	182.69
9	163.22
9.1	130.16
9.2	187.92
9.3	138.57
9.400001	155.36
9.5	145.93
9.6	112.63
9.7	133.56
9.8	169.1
9.900001	191.59
10	169.53
10.1	167.73
10.2	142.37
10.3	125.14
10.400001	119.1
10.5	182.7
10.6	130.29
10.7	100.16
10.8	172.95
10.900001	153.51
11	134.05
11.1	140.27
11.2	153.11
11.3	168.77
11.400001	143.76
11.5	112.77
11.6	161.06
11.7	107.98
11.8	114.09
11.900001	106.12
12	143.06
12.1	142.14
12.2	146.87
12.3	111.51
12.400001	103.16
12.5	110.17
12.6	124.45
12.7	134.4
12.8	170.76
12.900001	190.12
13	185.27
13.1	135.26
13.2	136.52
13.3	175.83
13.400001	130.6
13.5	127.08
13.6	153.93
13.7	113.67
13.8	163.48
13.900001	142.73
14	137.47
14.1	175.37
14.2	128.68
14.3	181.8
14.400001	152.13
14.5	147.36
14.6	193.82
14.7	137.49
14.8	154.7
14.900001	153.16
15	188.5
15.1	137.11
15.2	126.1
15.3	189.22
15.400001	126.41
15.5	158.11
15.6	136.91
15.7	162.45
15.8	172.12
15.900001	180.32
16	158.11
16.1	197.33
16.2	165.97
16.300001	160.96
16.4	179.52
16.5	165.15
16.6	184.46
16.7	126.79
16.800001	105.3
16.9	199.93
17	108.35
17.1	184.68
17.2	112.49
17.300001	102.69
17.4	139.38
17.5	141.76
17.6	175.18
17.7	196.82
17.800001	133.18
17.9	180.45
18	124.68
18.1	192.15
18.2	169.29
18.300001	179.16
18.4	181.23
18.5	196.33
18.6	105.64
18.7	149.77
18.800001	155.81
18.9	160.41
19	100.79
19.1	184.04
19.2	187.71
19.300001	129.58
19.4	113.22
19.5	139.95
19.6	124.41
19.7	136.27
19.800001	175.46
19.9	100.84
20	172.33
20.1	152.99
20.2	187.09
20.300001	132.24
20.4	141.64
20.5	162.9
20.6	150.68
20.7	185.42
20.800001	139.22
20.9	173.1
21	196.15
21.1	165.33
21.2	194.13
21.300001	171.12
21.4	155.4
21.5	153.13
21.6	140.58
21.7	119.14
21.800001	194.92
21.9	121.68
22	156.41
22.1	148.83
22.2	122.38
22.300001	161.01
22.4	192.49
22.5	188.7
22.6	192.03
22.7	113.68
22.800001	146.1
22.9	176.51
23	122.14
23.1	106.87
23.2	183.88
23.300001	110.51
23.4	117.16
23.5	171.07
23.6	194.24
23.7	187.02
23.800001	110.82
23.9	164.58
24	146.63
24.1	114.91
24.2	190.7
24.300001	156.13
24.4	191.62
24.5	180.25
24.6	139.98
24.7	140.68
24.800001	138.47
24.9	107.36
25	165.36
25.1	125.03
25.2	130.89
25.300001	145.19
25.4	181.5
25.5	171.91
25.6	111.68
25.7	155.74
25.800001	198.97
25.9	197.73
26	144.8
26.1	147.19
26.2	113.42
26.300001	186.95
26.4	114.39
26.5	117.67
26.6	176.45
26.7	132.79
26.800001	116.35
26.9	111.99
27	156.37
27.1	140.27
27.2	127.71
27.300001	134.47
27.4	127.64
27.5	165.19
27.6	193.5
27.7	139.8
27.800001	115.63
27.9	177.81
28	139.66
28.1	180.28
28.2	137.52
28.300001	136.27
28.4	154.63
28.5	131.87
28.6	158.3
28.7	118.01
28.800001	116.58
28.9	158.83
29	153.44
29.1	106.87
29.2	176.28
29.300001	188.66
29.4	183.43
29.5	171.34
29.6	152.1
29.7	142.38
29.800001	191.23
29.9	125.65
