0	21.5	97.83	65.41
0.5	23.3	80.86	62.57
1	15.87	103.23	54.99
1.5	21.38	90.95	55.3
2	19.39	110.69	55.38
2.5	15.66	103.77	66.2
3	19.01	117.84	55.74
3.5	19.87	107.93	81.93
4	18.93	111.86	94.49
4.5	21.53	89.48	90.16
5	15.1	114.44	78.79
5.5	18.85	88.99	90.23
6	20	96.77	50.54
6.5	17.02	117.86	85.4
7	19.04	116.41	40.45
7.5	16.51	98.57	72.58
8	17.96	97.08	81.34
8.5	16.39	89.68	65.72
9	16.28	109.91	51.49
9.5	20.93	96.09	83.8
10	20.74	82.12	93.46
10.5	17.88	107.17	84.07
11	21.19	103.86	68.27
11.5	20.03	105.9	90.33
12	21.14	91.16	44.03
12.5	19.7	116.08	76.78
13	19.35	117.54	87.85
13.5	20.68	86.12	60.86
14	23.82	91.27	80.79
14.5	20.43	103.28	51.66
15	21	89.41	77.8
15.5	21.6	96.67	94.09
16	15.02	89.55	59.82
16.5	15.43	99.42	98.33
17	22.77	90.1	42.9
17.5	16.85	81.82	58.52
18	17.26	94.01	43.27
18.5	18.71	106.1	66.73
19	20.39	89.19	73.09
19.5	22.19	88.09	57.25
20	19.31	114.17	74.94
20.5	17.26	98.94	73.03
21	17.73	100.55	56.96
21.5	22.37	101.71	66.65
22	21.33	80.12	46.69
22.5	17.01	112.16	71.21
23	20.94	80.2	77.77
23.5	16.61	81.01	42.47
24	15.3	84.18	50.08
24.5	16.16	112.2	45.29
