0	18.83	105.03	91.18
0.5	18.09	99.96	43.5
1	22.57	118.67	70.46
1.5	15.5	94.7	59.53
2	19.51	101.58	65.08
2.5	18.94	119.03	55.04
3	18.73	109.05	53.67
3.5	23.26	112.2	59.29
4	21.94	100.95	84.21
4.5	21.28	113.5	79.44
5	21.29	108.05	72.76
5.5	17.68	108.76	81.34
6	16.25	108.69	40.99
6.5	15.2	83.95	77.71
7	23.07	99.12	54.05
7.5	18.29	102.3	90.21
8	18.56	106.45	90.86
8.5	15.84	103.2	80.97
9	20.52	102.9	78.57
9.5	18.64	85.68	54.51
10	17.88	83.53	72.1
10.5	17.15	100.34	53.53
11	15.17	102.17	90.09
11.5	23.73	97.56	71.93
12	18.95	102.3	82.96
12.5	15.96	96.15	66.33
13	22.8	118.86	90.69
13.5	16.58	115.72	89.16
14	21.69	110.16	43.68
14.5	19.7	119.46	75.58
15	15.89	84.53	41.83
15.5	22.13	105.88	96.43
16	23.6	104.27	80.8
16.5	15.56	99.37	83.16
17	23.33	106.9	70.81
17.5	16.37	85.76	44.11
18	19	101.47	58.93
18.5	22.19	104.77	98.06
19	21.89	113.36	93.13
19.5	19.39	107.06	53.01
20	21.15	110.35	87.86
20.5	20.9	90.96	57.96
21	23.45	80.73	93.19
21.5	22.46	80.14	88.15
22	17.66	97.68	77.94
22.5	22.11	114.7	93.5
23	21.27	88.85	82.14
23.5	22.94	91.07	68.63
24	22.24	81.31	50.45
24.5	20.48	81.36	87.7
