0	15.88	110.65	68.72
0.5	21.18	99.48	45.03
1	21.27	114.66	98.12
1.5	22.66	106.86	91.1
2	15.16	116.26	69.82
2.5	20.62	103.21	90.6
3	18.1	81.9	73
3.5	22.52	109.37	85.93
4	21.09	93.65	48.13
4.5	18.16	82.96	92.39
5	23.67	99.98	51.96
5.5	19.67	91.91	67.94
6	19.07	83.07	98.49
6.5	21.35	115.71	80.43
7	21.53	107.66	51.49
7.5	16.46	116.74	82.77
8	22.96	118.42	64.97
8.5	23.35	80.97	54.11
9	23.29	91.6	83.27
9.5	18.39	87.49	95.8
10	22.38	98.99	95.54
10.5	20.98	98.59	92.95
11	20.22	94.69	47.65
11.5	18.3	86.75	50.64
12	23.34	104.78	79.29
12.5	18.47	80.45	53.07
13	21.54	119.32	40.26
13.5	20.38	111.01	45.25
14	15.17	109.93	66.23
14.5	22.08	98.58	73.15
15	21.57	116.75	87.87
15.5	20.87	104.62	43.29
16	23.46	100.74	58.43
16.5	21.46	110.71	58.17
17	16.69	116.35	98.72
17.5	22.79	85.74	49.18
18	22.85	118.06	96.09
18.5	18.81	87.08	53.48
19	20.38	113.52	53.33
19.5	20.97	106.91	77.98
20	16.79	118.64	61.91
20.5	20.22	115.85	50.48
21	22.56	108.51	62.92
21.5	22.43	117.94	92.79
22	15.01	116.82	92.29
22.5	16.62	87.12	62.75
23	23.61	111.92	77.88
23.5	23.8	113.09	96.07
24	21.46	115.26	56.88
24.5	17.21	113.71	77.97
