0	3.77
0.1	3.83
0.2	3.95
0.3	3.6
0.4	3.97
0.5	4.09
0.6	4.6
0.7	4.56
0.8	4
0.9	3.85
1	3.53
1.1	4.08
1.2	3.86
1.3	3.72
1.4	4.04
1.5	4.21
1.6	4.27
1.7	4.17
1.8	4.32
1.9	4.5
2	4.52
2.1	3.75
2.2	3.95
2.3	4.48
2.4	4.36
2.5	4.53
2.6	4.21
2.7	4.95
2.8	5.53
2.9	4.91
3	5.59
3.1	5.44
3.2	5.09
3.3	4.96
3.4	4.37
3.5	10.26
3.6	9.69
3.7	8.81
3.8	8.52
3.9	13.54
4	12.79
4.1	11.41
4.2	10.52
4.3	9.7
4.4	9.4
4.5	9.1
4.6	8.75
4.7	8.44
4.8	8.29
4.9	7.97
5	7.11
5.1	7.42
5.2	6.8
5.3	6.44
5.4	5.92
5.5	6.26
5.6	5.42
5.7	5
5.8	5.16
5.9	4.66
6	4.59
6.1	3.97
6.2	3.67
6.3	3.81
6.4	4.24
6.5	4.04
6.6	4.08
6.7	4.15
6.8	11.75
6.9	10.83
7	10.89
7.1	9.76
7.2	9.66
7.3	8.75
7.4	7.66
7.5	7.13
7.6	6.18
7.7	5.73
7.8	5.52
7.9	5.22
8	5.33
8.1	6.01
8.2	5.91
8.3	6.05
8.4	5.38
8.5	4.93
8.6	5.37
8.7	4.99
8.8	4.66
8.9	5.33
9	4.27
9.1	4.52
9.2	4.8
9.3	5.1
9.4	4.78
9.5	5.49
9.6	4.48
9.7	4.19
9.8	4.02
9.9	4.3
10	4.35
10.1	3.78
10.2	3.71
10.3	3.52
10.4	3.96
10.5	4.03
10.6	4.51
10.7	4.43
10.8	4.27
10.9	4.13
11	3.44
11.1	3.1
11.2	2.73
11.3	2.63
11.4	3.09
11.5	2.78
11.6	2.85
11.7	2.65
11.8	2.81
11.9	2.37
12	2.27
12.1	1.94
12.2	2.55
12.3	2.52
12.4	2.86
12.5	2.78
12.6	2.59
12.7	2.06
12.8	2.02
12.9	2.28
13	5.17
13.1	4.67
13.2	3.74
13.3	3.69
13.4	3.38
13.5	3.31
13.6	3.86
13.7	4
13.8	3.89
13.9	4.16
14	4.15
14.1	3.86
14.2	3.44
14.3	3.2
14.4	2.85
14.5	3.01
14.6	2.96
14.7	2.73
14.8	2.29
14.9	1.99
15	1.93
15.1	1.71
15.2	1.91
15.3	2.18
15.4	2.14
15.5	1.8
15.6	1.72
15.7	2.02
15.8	2.65
15.9	2.45
16	2.06
16.1	4.87
16.2	4.91
16.3	4.46
16.4	10.15
16.5	9.1
16.6	7.8
16.7	7.48
16.8	6.84
16.9	6.42
17	5.71
17.1	5.3
17.2	4.41
17.3	4.18
17.4	3.9
17.5	3.1
17.6	3.26
17.7	2.72
17.8	2.54
17.9	2.55
18	2.52
18.1	2.93
18.2	3.11
18.3	3.08
18.4	3.03
18.5	3.37
18.6	2.5
18.7	1.94
18.8	2.62
18.9	2.8
19	2.75
19.1	2.77
19.2	2.55
19.3	2.34
19.4	2.37
19.5	2.78
19.6	3.47
19.7	3.53
19.8	3.38
19.9	3.47
20	2.92
20.1	2.98
20.2	2.66
20.3	2.34
20.4	1.74
20.5	1.96
20.6	5.92
20.7	5.42
20.8	5.02
20.9	5.14
21	4.23
21.1	4.66
21.2	4.33
21.3	9.39
21.4	9.08
21.5	8.1
21.6	7.75
21.7	7.45
21.8	6.45
21.9	5.52
22	5.74
22.1	5.92
22.2	5.19
22.3	5.77
22.4	5.42
22.5	5.3
22.6	4.98
22.7	4.4
22.8	4.5
22.9	3.91
23	3.51
23.1	3.23
23.2	3.31
23.3	3.58
23.4	2.86
23.5	2.6
23.6	2.51
23.7	2.56
23.8	3.37
23.9	3.49
24	3.49
24.1	3.27
24.2	3.1
24.3	3.39
24.4	3.59
24.5	3.64
24.6	3.63
24.7	3.74
24.8	4.07
24.9	3.64
25	3.62
25.1	2.75
25.2	2.51
25.3	2.67
25.4	2.51
25.5	2.9
25.6	3.53
25.7	3.5
25.8	3.31
25.9	3.8
26	4.16
26.1	3.92
26.2	3.86
26.3	4.03
26.4	4.2
26.5	4.18
26.6	4.24
26.7	4.19
26.8	4.36
26.9	4.64
27	4.71
27.1	4.31
27.2	4.7
27.3	4.02
27.4	3.99
27.5	4.72
27.6	4.04
27.7	3.46
27.8	4.38
27.9	3.98
28	3.74
28.1	4.14
28.2	4.27
28.3	4.02
28.4	3.99
28.5	3.84
28.6	3.79
28.7	3.38
28.8	3.52
28.9	4.02
29	4.24
29.1	3.24
29.2	2.93
29.3	3.72
29.4	3.66
29.5	3.63
29.6	3.89
29.7	4.18
29.8	4.06
29.9	3.96
