0	16.26	101.82	47.74
0.5	16.37	101.85	47.67
1	16.23	101.85	47.67
1.5	16.14	101.85	47.85
2	16.22	101.88	47.23
2.5	16.25	101.82	46.8
3	16.26	101.86	46.76
3.5	16.34	101.82	46.32
4	16.33	101.86	47.26
4.5	16.32	101.95	47.87
5	16.32	101.94	47.38
5.5	16.26	101.99	47.16
6	16.29	101.92	47.56
6.5	16.48	101.9	48.31
7	16.54	101.89	48.17
7.5	16.56	101.87	47.76
8	16.6	101.9	48.01
8.5	16.46	101.81	47.97
9	16.55	101.82	48.21
9.5	16.63	101.84	48.53
10	16.69	101.93	47.6
10.5	16.55	101.95	47.1
11	16.52	101.98	46.99
11.5	16.44	101.98	48.26
12	16.43	101.95	48.12
12.5	16.58	102.04	47.79
13	16.57	102.03	47.77
13.5	16.52	102.02	48.38
14	16.34	102.06	48.9
14.5	16.4	102.07	49.18
15	16.51	102.08	48.99
15.5	16.62	102.03	49.65
16	16.7	102.07	49.07
16.5	16.61	102.09	50.17
17	16.78	102.04	49.49
17.5	16.79	102.07	48.89
18	16.69	102.07	48.9
18.5	16.96	101.94	49.74
19	16.84	101.92	49.84
19.5	16.96	101.98	49.59
20	16.9	101.95	49.07
20.5	16.89	101.87	49.04
21	17.17	101.91	48.51
21.5	17.37	101.95	48.61
22	17.27	101.99	49.06
22.5	17.29	102	49.22
23	17.13	101.96	49.01
23.5	17.17	102.06	48.34
24	17.16	102	48.94
24.5	17	101.96	48.88
25	17.08	101.97	49.21
25.5	17.24	101.99	48.59
26	17.19	102.03	49.71
26.5	17.31	102.04	49.37
27	17.39	102.08	48.61
27.5	17.53	102.11	49.04
28	17.49	102.19	49.02
28.5	17.45	102.23	49.51
29	17.58	102.27	48.41
29.5	17.66	102.26	48.27
30	17.64	102.25	48.91
30.5	17.57	102.26	49.69
31	17.57	102.24	49.41
31.5	17.62	102.25	49.09
32	17.63	102.24	48.31
32.5	17.36	102.28	48.72
33	17.24	102.34	48.95
33.5	17.17	102.26	48.84
34	17.25	102.24	48.36
34.5	17.17	102.16	48.57
35	17.21	102.13	48.84
35.5	17.31	102.15	48.81
36	17.38	102.15	48.35
36.5	17.05	102.15	48.81
37	17.15	102.05	49.12
37.5	17.18	102.13	48.74
38	17.3	101.99	48.74
38.5	17.21	102.02	49.25
39	17.17	102.04	50.4
39.5	17.12	102.08	50.53
40	17.13	102.03	50.22
40.5	17.08	102.02	50.27
41	17.15	102.1	50.66
41.5	17.46	102.04	50.61
42	17.38	101.98	50.12
42.5	17.37	101.97	50.78
43	17.35	101.99	50.46
43.5	17.46	101.96	49.91
44	17.46	101.97	49.44
44.5	17.51	102	49.25
45	17.5	102.02	50.19
45.5	17.34	102.09	50.13
46	17.35	102.03	50.51
46.5	17.42	102.11	51.01
47	17.72	102.2	49.07
47.5	17.62	102.24	49.56
48	17.37	102.26	49.35
48.5	17.33	102.32	49.24
49	17.41	102.31	49.32
49.5	17.39	102.28	49.96
50	17.52	102.26	49.41
50.5	17.59	102.27	48.86
51	17.74	102.17	49.28
51.5	17.66	102.13	49.87
52	17.57	102.08	49.8
52.5	17.7	102.08	49.57
53	17.51	102	49.63
53.5	17.35	101.91	49.61
54	17.21	101.87	49.29
54.5	17.24	101.9	49.56
55	17.23	101.95	49.81
55.5	17.22	101.95	49.56
56	17.1	101.99	50.42
56.5	17.22	102.04	50.1
57	16.94	102.04	50.77
57.5	16.91	101.99	51.1
58	17.02	101.97	51.06
58.5	17.07	101.99	51.02
59	16.93	101.98	51.5
59.5	16.78	102.03	51.37
60	16.84	102.05	50.37
60.5	16.83	101.98	50.16
61	16.79	102.02	50.94
61.5	16.78	102.04	50.63
62	16.91	102.09	51.02
62.5	16.82	102.15	52.17
63	16.91	102.15	51.99
63.5	17.11	102.16	52.14
64	16.95	102.12	52.17
64.5	17.08	102.02	52.35
65	17.16	102.03	51.75
65.5	17.24	102.01	51.57
66	17.33	102.01	50.78
66.5	17.24	102.09	49.9
67	17.35	102.07	49.56
67.5	17.15	102.1	50.41
68	17.01	102.15	49.89
68.5	16.96	102.14	49.61
69	17.07	102.14	49.56
69.5	17.17	102.12	49.06
70	17.27	102.08	49.86
70.5	17.25	102.11	49.85
71	17.07	102.11	50.26
71.5	16.88	102.11	50.82
72	16.87	102.12	51.31
72.5	16.73	102.15	50.24
73	16.78	102.22	50.65
73.5	16.65	102.18	50.28
74	16.82	102.25	50.24
74.5	16.74	102.22	49.87
75	16.67	102.15	50.64
75.5	16.56	102.16	51.12
76	16.57	102.24	51.14
76.5	16.56	102.24	51.26
77	16.61	102.25	51.79
77.5	16.67	102.3	51.68
78	16.69	102.26	52.13
78.5	16.59	102.33	51.62
79	16.65	102.32	52.18
79.5	16.58	102.36	51.72
80	16.44	102.39	51.99
80.5	16.57	102.4	51.87
81	16.53	102.37	51.88
81.5	16.58	102.32	52.12
82	16.49	102.33	52.36
82.5	16.3	102.35	52.96
83	16.35	102.32	52.79
83.5	16.15	102.35	53.56
84	15.98	102.37	53.48
84.5	16.09	102.39	53.21
85	16.04	102.27	54.12
85.5	16.15	102.32	53.33
86	16.19	102.38	53
86.5	16.14	102.28	53.35
87	16.18	102.26	53.3
87.5	15.97	102.26	54.4
88	16.2	102.24	54.35
88.5	16.16	102.19	54.21
89	16.19	102.28	54.05
89.5	16.18	102.27	54.15
90	16.06	102.34	53.57
90.5	16.02	102.39	53.19
91	15.87	102.4	53.49
91.5	15.98	102.33	53.7
92	15.88	102.19	54.54
92.5	15.75	102.15	54.69
93	15.37	102.14	55.17
93.5	15.63	102.08	54.75
94	15.75	102	55.14
94.5	15.83	101.97	55.8
95	15.74	102.06	55.97
95.5	15.64	102.08	55.37
96	15.47	102.1	54.79
96.5	15.53	102.13	54.47
97	15.49	102.13	55.85
97.5	15.79	102.2	55.33
98	15.88	102.19	55.52
98.5	15.72	102.16	56.22
99	15.84	102.1	57.15
99.5	15.95	102.22	57
100	15.91	102.22	56.85
100.5	15.94	102.31	57.06
101	15.76	102.33	57.1
101.5	15.87	102.38	56.38
102	16.08	102.48	55.4
102.5	15.96	102.52	55.44
103	16.17	102.56	54.44
103.5	16.26	102.62	54.47
104	15.99	102.66	54.38
104.5	15.8	102.56	53.92
105	15.82	102.53	53.83
105.5	15.87	102.47	54.49
106	16	102.41	53.85
106.5	16.18	102.4	53.21
107	16.27	102.32	53.1
107.5	15.99	102.4	53.38
108	15.78	102.37	53.25
108.5	15.78	102.31	53.54
109	15.76	102.35	52.96
109.5	15.73	102.34	53.83
110	15.54	102.33	54.77
110.5	15.4	102.39	55.17
111	15.18	102.5	55.73
111.5	15.25	102.46	56.14
112	15.23	102.45	56.05
112.5	15.29	102.49	56.04
113	15.1	102.54	55.64
113.5	15.12	102.62	55.39
114	15.26	102.54	54.96
114.5	15.41	102.56	55.43
115	15.57	102.57	55.41
115.5	15.55	102.52	56.4
116	15.5	102.56	55.82
116.5	15.71	102.47	56.28
117	15.72	102.47	55.18
117.5	15.84	102.45	55.1
118	15.92	102.51	55.18
118.5	15.81	102.51	55.96
119	15.78	102.72	55.21
119.5	15.68	102.72	55.12
120	15.48	102.67	55.56
120.5	15.19	102.64	55.93
121	15.44	102.64	55.87
121.5	15.68	102.68	55.48
122	15.84	102.72	54.69
122.5	15.8	102.73	54.91
123	15.94	102.72	55.04
123.5	15.92	102.81	54.32
124	15.75	102.86	55.49
124.5	15.85	102.86	55.7
125	15.71	102.88	55.89
125.5	15.83	102.91	55.66
126	15.84	102.88	55.97
126.5	15.72	102.94	56.7
127	15.86	102.98	55.89
127.5	15.6	102.91	56.7
128	15.49	102.83	56.57
128.5	15.63	102.91	56.54
129	15.47	102.99	55.94
129.5	15.29	102.98	57.09
130	15.45	102.94	57.6
130.5	15.45	102.95	57.53
131	15.45	102.92	58.11
131.5	15.42	102.85	58.1
